,County,Battery Electric Vehicles (BEVs),Month,Year
2771,Benton,943,12,2022
2772,Chelan,547,12,2022
2773,Clallam,490,12,2022
2774,Clark,4974,12,2022
2775,Columbia,7,12,2022
2776,Cowlitz,412,12,2022
2777,Douglas,172,12,2022
2778,Ferry,24,12,2022
2779,Franklin,256,12,2022
2780,Garfield,1,12,2022
2781,Grant,235,12,2022
2782,Grays Harbor,248,12,2022
2783,Island,946,12,2022
2784,Jefferson,486,12,2022
2785,King,48577,12,2022
2786,Kitsap,2799,12,2022
2787,Kittitas,305,12,2022
2788,Klickitat,127,12,2022
2789,Lewis,269,12,2022
2790,Lincoln,12,12,2022
2791,Mason,376,12,2022
2792,Okanogan,101,12,2022
2793,Pacific,76,12,2022
2794,Pend Oreille,21,12,2022
2795,Pierce,6241,12,2022
2796,San Juan,569,12,2022
2797,Skagit,932,12,2022
2798,Skamania,89,12,2022
2799,Snohomish,10275,12,2022
2800,Spokane,1959,12,2022
2801,Stevens,91,12,2022
2802,Thurston,2666,12,2022
2803,Wahkiakum,27,12,2022
2804,Walla Walla,204,12,2022
2805,Whatcom,2141,12,2022
2806,Whitman,113,12,2022
2807,Yakima,431,12,2022
2808,Adams,23,1,2023
2809,Asotin,30,1,2023
2810,Benton,974,1,2023
2811,Chelan,569,1,2023
2812,Clallam,508,1,2023
2813,Clark,5141,1,2023
2814,Columbia,8,1,2023
2815,Cowlitz,428,1,2023
2816,Douglas,177,1,2023
2817,Ferry,24,1,2023
2818,Franklin,266,1,2023
2819,Garfield,1,1,2023
2820,Grant,236,1,2023
2821,Grays Harbor,262,1,2023
2822,Island,975,1,2023
2823,Jefferson,501,1,2023
2824,King,50332,1,2023
2825,Kitsap,2878,1,2023
2826,Kittitas,316,1,2023
2827,Klickitat,131,1,2023
2828,Lewis,283,1,2023
2829,Lincoln,14,1,2023
2830,Mason,388,1,2023
2831,Okanogan,109,1,2023
2832,Pacific,74,1,2023
2833,Pend Oreille,23,1,2023
2834,Pierce,6494,1,2023
2835,San Juan,581,1,2023
2836,Skagit,967,1,2023
2837,Skamania,94,1,2023
2838,Snohomish,10712,1,2023
2839,Spokane,2017,1,2023
2840,Stevens,97,1,2023
2841,Thurston,2745,1,2023
2842,Wahkiakum,26,1,2023
2843,Walla Walla,206,1,2023
2844,Whatcom,2198,1,2023
2845,Whitman,123,1,2023
2846,Yakima,443,1,2023
2847,Adams,23,2,2023
2848,Asotin,30,2,2023
2849,Benton,1004,2,2023
2850,Chelan,583,2,2023
2851,Clallam,516,2,2023
2852,Clark,5254,2,2023
2853,Columbia,8,2,2023
2854,Cowlitz,435,2,2023
2855,Douglas,186,2,2023
2856,Ferry,21,2,2023
2857,Franklin,279,2,2023
2858,Garfield,1,2,2023
2859,Grant,249,2,2023
2860,Grays Harbor,274,2,2023
2861,Island,996,2,2023
2862,Jefferson,518,2,2023
2863,King,51550,2,2023
2864,Kitsap,2942,2,2023
2865,Kittitas,327,2,2023
2866,Klickitat,131,2,2023
2867,Lewis,296,2,2023
2868,Lincoln,16,2,2023
2869,Mason,403,2,2023
2870,Okanogan,111,2,2023
2871,Pacific,74,2,2023
2872,Pend Oreille,26,2,2023
2873,Pierce,6705,2,2023
2874,San Juan,590,2,2023
2875,Skagit,998,2,2023
2876,Skamania,94,2,2023
2877,Snohomish,11060,2,2023
2878,Spokane,2067,2,2023
2879,Stevens,100,2,2023
2880,Thurston,2824,2,2023
2881,Wahkiakum,27,2,2023
2882,Walla Walla,209,2,2023
2883,Whatcom,2265,2,2023
2884,Whitman,128,2,2023
2885,Yakima,454,2,2023
2886,Adams,25,3,2023
2887,Asotin,31,3,2023
2888,Benton,1057,3,2023
2889,Chelan,603,3,2023
2890,Clallam,525,3,2023
2891,Clark,5375,3,2023
2892,Columbia,8,3,2023
2893,Cowlitz,444,3,2023
2894,Douglas,187,3,2023
2895,Ferry,19,3,2023
2896,Franklin,290,3,2023
2897,Garfield,1,3,2023
2898,Grant,263,3,2023
2899,Grays Harbor,281,3,2023
2900,Island,1010,3,2023
2901,Jefferson,532,3,2023
2902,King,52689,3,2023
2903,Kitsap,3016,3,2023
2904,Kittitas,332,3,2023
2905,Klickitat,139,3,2023
2906,Lewis,300,3,2023
2907,Lincoln,18,3,2023
2908,Mason,414,3,2023
2909,Okanogan,119,3,2023
2910,Pacific,78,3,2023
2911,Pend Oreille,28,3,2023
2912,Pierce,6964,3,2023
2913,San Juan,606,3,2023
2914,Skagit,1041,3,2023
2915,Skamania,97,3,2023
2916,Snohomish,11446,3,2023
2917,Spokane,2131,3,2023
2918,Stevens,104,3,2023
2919,Thurston,2885,3,2023
2920,Wahkiakum,27,3,2023
2921,Walla Walla,214,3,2023
2922,Whatcom,2326,3,2023
2923,Whitman,135,3,2023
2924,Yakima,467,3,2023
2925,Adams,26,4,2023
2926,Asotin,33,4,2023
2927,Benton,1110,4,2023
2928,Chelan,629,4,2023
2929,Clallam,537,4,2023
2930,Clark,5545,4,2023
2931,Columbia,8,4,2023
2932,Cowlitz,445,4,2023
2933,Douglas,197,4,2023
2934,Ferry,19,4,2023
2935,Franklin,303,4,2023
2936,Garfield,1,4,2023
2937,Grant,277,4,2023
2938,Grays Harbor,291,4,2023
2939,Island,1041,4,2023
2940,Jefferson,541,4,2023
2941,King,54491,4,2023
2942,Kitsap,3120,4,2023
2943,Kittitas,336,4,2023
2944,Klickitat,147,4,2023
2945,Lewis,308,4,2023
2946,Lincoln,18,4,2023
2947,Mason,427,4,2023
2948,Okanogan,124,4,2023
2949,Pacific,80,4,2023
2950,Pend Oreille,31,4,2023
2951,Pierce,7276,4,2023
2952,San Juan,617,4,2023
2953,Skagit,1071,4,2023
2954,Skamania,101,4,2023
2955,Snohomish,11839,4,2023
2956,Spokane,2198,4,2023
2957,Stevens,108,4,2023
2958,Thurston,2976,4,2023
2959,Wahkiakum,29,4,2023
2960,Walla Walla,218,4,2023
2961,Whatcom,2389,4,2023
2962,Whitman,142,4,2023
2963,Yakima,479,4,2023
2964,Adams,27,5,2023
2965,Asotin,34,5,2023
2966,Benton,1143,5,2023
2967,Chelan,646,5,2023
2968,Clallam,554,5,2023
2969,Clark,5730,5,2023
2970,Columbia,9,5,2023
2971,Cowlitz,466,5,2023
2972,Douglas,206,5,2023
2973,Ferry,20,5,2023
2974,Franklin,305,5,2023
2975,Garfield,1,5,2023
2976,Grant,287,5,2023
2977,Grays Harbor,297,5,2023
2978,Island,1074,5,2023
2979,Jefferson,562,5,2023
2980,King,56301,5,2023
2981,Kitsap,3204,5,2023
2982,Kittitas,350,5,2023
2983,Klickitat,156,5,2023
2984,Lewis,316,5,2023
2985,Lincoln,16,5,2023
2986,Mason,440,5,2023
2987,Okanogan,132,5,2023
2988,Pacific,80,5,2023
2989,Pend Oreille,30,5,2023
2990,Pierce,7562,5,2023
2991,San Juan,625,5,2023
2992,Skagit,1098,5,2023
2993,Skamania,103,5,2023
2994,Snohomish,12337,5,2023
2995,Spokane,2272,5,2023
2996,Stevens,110,5,2023
2997,Thurston,3100,5,2023
2998,Wahkiakum,28,5,2023
2999,Walla Walla,220,5,2023
3000,Whatcom,2445,5,2023
3001,Whitman,148,5,2023
3002,Yakima,497,5,2023
3003,Adams,28,6,2023
3004,Asotin,35,6,2023
3005,Benton,1166,6,2023
3006,Chelan,667,6,2023
3007,Clallam,567,6,2023
3008,Clark,5944,6,2023
3009,Columbia,11,6,2023
3010,Cowlitz,485,6,2023
3011,Douglas,214,6,2023
3012,Ferry,21,6,2023
3013,Franklin,310,6,2023
3014,Garfield,1,6,2023
3015,Grant,292,6,2023
3016,Grays Harbor,304,6,2023
3017,Island,1108,6,2023
3018,Jefferson,574,6,2023
3019,King,58220,6,2023
3020,Kitsap,3301,6,2023
3021,Kittitas,363,6,2023
3022,Klickitat,163,6,2023
3023,Lewis,337,6,2023
3024,Lincoln,16,6,2023
3025,Mason,455,6,2023
3026,Okanogan,132,6,2023
3027,Pacific,81,6,2023
3028,Pend Oreille,30,6,2023
3029,Pierce,7757,6,2023
3030,San Juan,630,6,2023
3031,Skagit,1126,6,2023
3032,Skamania,107,6,2023
3033,Snohomish,12801,6,2023
3034,Spokane,2351,6,2023
3035,Stevens,113,6,2023
3036,Thurston,3172,6,2023
3037,Wahkiakum,29,6,2023
3038,Walla Walla,225,6,2023
3039,Whatcom,2541,6,2023
3040,Whitman,154,6,2023
3041,Yakima,516,6,2023
3042,Adams,27,7,2023
3043,Asotin,36,7,2023
3044,Benton,1196,7,2023
3045,Chelan,673,7,2023
3046,Clallam,586,7,2023
3047,Clark,6117,7,2023
3048,Columbia,11,7,2023
3049,Cowlitz,495,7,2023
3050,Douglas,218,7,2023
3051,Ferry,21,7,2023
3052,Franklin,325,7,2023
3053,Garfield,0,7,2023
3054,Grant,306,7,2023
3055,Grays Harbor,324,7,2023
3056,Island,1145,7,2023
3057,Jefferson,590,7,2023
3058,King,60116,7,2023
3059,Kitsap,3382,7,2023
3060,Kittitas,375,7,2023
3061,Klickitat,167,7,2023
3062,Lewis,343,7,2023
3063,Lincoln,18,7,2023
3064,Mason,479,7,2023
3065,Okanogan,137,7,2023
3066,Pacific,83,7,2023
3067,Pend Oreille,30,7,2023
3068,Pierce,8023,7,2023
3069,San Juan,645,7,2023
3070,Skagit,1167,7,2023
3071,Skamania,110,7,2023
3072,Snohomish,13329,7,2023
3073,Spokane,2409,7,2023
3074,Stevens,119,7,2023
3075,Thurston,3253,7,2023
3076,Wahkiakum,30,7,2023
3077,Walla Walla,230,7,2023
3078,Whatcom,2615,7,2023
3079,Whitman,164,7,2023
3080,Yakima,529,7,2023
3081,Adams,28,8,2023
3082,Asotin,38,8,2023
3083,Benton,1227,8,2023
3084,Chelan,692,8,2023
3085,Clallam,615,8,2023
3086,Clark,6412,8,2023
3087,Columbia,12,8,2023
3088,Cowlitz,527,8,2023
3089,Douglas,224,8,2023
3090,Ferry,20,8,2023
3091,Franklin,358,8,2023
3092,Garfield,0,8,2023
3093,Grant,316,8,2023
3094,Grays Harbor,336,8,2023
3095,Island,1184,8,2023
3096,Jefferson,605,8,2023
3097,King,62879,8,2023
3098,Kitsap,3519,8,2023
3099,Kittitas,390,8,2023
3100,Klickitat,173,8,2023
3101,Lewis,352,8,2023
3102,Lincoln,19,8,2023
3103,Mason,493,8,2023
3104,Okanogan,144,8,2023
3105,Pacific,86,8,2023
3106,Pend Oreille,30,8,2023
3107,Pierce,8438,8,2023
3108,San Juan,660,8,2023
3109,Skagit,1210,8,2023
3110,Skamania,110,8,2023
3111,Snohomish,14067,8,2023
3112,Spokane,2491,8,2023
3113,Stevens,124,8,2023
3114,Thurston,3422,8,2023
3115,Wahkiakum,31,8,2023
3116,Walla Walla,239,8,2023
3117,Whatcom,2705,8,2023
3118,Whitman,175,8,2023
3119,Yakima,564,8,2023
3120,Adams,30,9,2023
3121,Asotin,39,9,2023
3122,Benton,1264,9,2023
3123,Chelan,701,9,2023
3124,Clallam,618,9,2023
3125,Clark,6533,9,2023
3126,Columbia,12,9,2023
3127,Cowlitz,540,9,2023
3128,Douglas,229,9,2023
3129,Ferry,23,9,2023
3130,Franklin,356,9,2023
3131,Garfield,0,9,2023
3132,Grant,332,9,2023
3133,Grays Harbor,337,9,2023
3134,Island,1201,9,2023
3135,Jefferson,615,9,2023
3136,King,63766,9,2023
3137,Kitsap,3629,9,2023
3138,Kittitas,392,9,2023
3139,Klickitat,184,9,2023
3140,Lewis,364,9,2023
3141,Lincoln,18,9,2023
3142,Mason,501,9,2023
3143,Okanogan,142,9,2023
3144,Pacific,91,9,2023
3145,Pend Oreille,29,9,2023
3146,Pierce,8588,9,2023
3147,San Juan,665,9,2023
3148,Skagit,1248,9,2023
3149,Skamania,114,9,2023
3150,Snohomish,14335,9,2023
3151,Spokane,2561,9,2023
3152,Stevens,123,9,2023
3153,Thurston,3465,9,2023
3154,Wahkiakum,32,9,2023
3155,Walla Walla,249,9,2023
3156,Whatcom,2752,9,2023
3157,Whitman,181,9,2023
3158,Yakima,573,9,2023
