,Date,County,Battery Electric Vehicles (BEVs)
2460,2022-04-30,Chelan,447
2461,2022-04-30,Clallam,405
2462,2022-04-30,Clark,3866
2463,2022-04-30,Columbia,7
2464,2022-04-30,Cowlitz,314
2465,2022-04-30,Douglas,126
2466,2022-04-30,Ferry,19
2467,2022-04-30,Franklin,179
2468,2022-04-30,Garfield,0
2469,2022-04-30,Grant,159
2470,2022-04-30,Grays Harbor,200
2471,2022-04-30,Island,779
2472,2022-04-30,Jefferson,415
2473,2022-04-30,King,39342
2474,2022-04-30,Kitsap,2325
2475,2022-04-30,Kittitas,236
2476,2022-04-30,Klickitat,100
2477,2022-04-30,Lewis,232
2478,2022-04-30,Lincoln,7
2479,2022-04-30,Mason,294
2480,2022-04-30,Okanogan,79
2481,2022-04-30,Pacific,60
2482,2022-04-30,Pend Oreille,16
2483,2022-04-30,Pierce,4837
2484,2022-04-30,San Juan,495
2485,2022-04-30,Skagit,752
2486,2022-04-30,Skamania,67
2487,2022-04-30,Snohomish,7969
2488,2022-04-30,Spokane,1510
2489,2022-04-30,Stevens,64
2490,2022-04-30,Thurston,2075
2491,2022-04-30,Wahkiakum,20
2492,2022-04-30,Walla Walla,163
2493,2022-04-30,Whatcom,1779
2494,2022-04-30,Whitman,83
2495,2022-04-30,Yakima,318
2496,2022-05-31,Adams,16
2497,2022-05-31,Asotin,23
2498,2022-05-31,Benton,731
2499,2022-05-31,Chelan,452
2500,2022-05-31,Clallam,411
2501,2022-05-31,Clark,3940
2502,2022-05-31,Columbia,7
2503,2022-05-31,Cowlitz,323
2504,2022-05-31,Douglas,131
2505,2022-05-31,Ferry,20
2506,2022-05-31,Franklin,181
2507,2022-05-31,Garfield,0
2508,2022-05-31,Grant,166
2509,2022-05-31,Grays Harbor,205
2510,2022-05-31,Island,797
2511,2022-05-31,Jefferson,425
2512,2022-05-31,King,40046
2513,2022-05-31,Kitsap,2356
2514,2022-05-31,Kittitas,249
2515,2022-05-31,Klickitat,100
2516,2022-05-31,Lewis,231
2517,2022-05-31,Lincoln,8
2518,2022-05-31,Mason,305
2519,2022-05-31,Okanogan,82
2520,2022-05-31,Pacific,60
2521,2022-05-31,Pend Oreille,16
2522,2022-05-31,Pierce,4955
2523,2022-05-31,San Juan,500
2524,2022-05-31,Skagit,760
2525,2022-05-31,Skamania,70
2526,2022-05-31,Snohomish,8146
2527,2022-05-31,Spokane,1543
2528,2022-05-31,Stevens,64
2529,2022-05-31,Thurston,2130
2530,2022-05-31,Wahkiakum,22
2531,2022-05-31,Walla Walla,171
2532,2022-05-31,Whatcom,1804
2533,2022-05-31,Whitman,84
2534,2022-05-31,Yakima,325
2535,2022-06-30,Adams,18
2536,2022-06-30,Asotin,23
2537,2022-06-30,Benton,754
2538,2022-06-30,Chelan,464
2539,2022-06-30,Clallam,424
2540,2022-06-30,Clark,4100
2541,2022-06-30,Columbia,7
2542,2022-06-30,Cowlitz,338
2543,2022-06-30,Douglas,131
2544,2022-06-30,Ferry,19
2545,2022-06-30,Franklin,186
2546,2022-06-30,Garfield,0
2547,2022-06-30,Grant,175
2548,2022-06-30,Grays Harbor,211
2549,2022-06-30,Island,821
2550,2022-06-30,Jefferson,436
2551,2022-06-30,King,40785
2552,2022-06-30,Kitsap,2396
2553,2022-06-30,Kittitas,267
2554,2022-06-30,Klickitat,103
2555,2022-06-30,Lewis,235
2556,2022-06-30,Lincoln,8
2557,2022-06-30,Mason,312
2558,2022-06-30,Okanogan,84
2559,2022-06-30,Pacific,61
2560,2022-06-30,Pend Oreille,17
2561,2022-06-30,Pierce,5066
2562,2022-06-30,San Juan,514
2563,2022-06-30,Skagit,782
2564,2022-06-30,Skamania,73
2565,2022-06-30,Snohomish,8372
2566,2022-06-30,Spokane,1602
2567,2022-06-30,Stevens,68
2568,2022-06-30,Thurston,2188
2569,2022-06-30,Wahkiakum,23
2570,2022-06-30,Walla Walla,172
2571,2022-06-30,Whatcom,1821
2572,2022-06-30,Whitman,88
2573,2022-06-30,Yakima,337
2574,2022-07-31,Adams,20
2575,2022-07-31,Asotin,24
2576,2022-07-31,Benton,783
2577,2022-07-31,Chelan,481
2578,2022-07-31,Clallam,435
2579,2022-07-31,Clark,4236
2580,2022-07-31,Columbia,7
2581,2022-07-31,Cowlitz,351
2582,2022-07-31,Douglas,139
2583,2022-07-31,Ferry,21
2584,2022-07-31,Franklin,204
2585,2022-07-31,Garfield,1
2586,2022-07-31,Grant,183
2587,2022-07-31,Grays Harbor,216
2588,2022-07-31,Island,839
2589,2022-07-31,Jefferson,445
2590,2022-07-31,King,42015
2591,2022-07-31,Kitsap,2475
2592,2022-07-31,Kittitas,279
2593,2022-07-31,Klickitat,106
2594,2022-07-31,Lewis,246
2595,2022-07-31,Lincoln,9
2596,2022-07-31,Mason,324
2597,2022-07-31,Okanogan,89
2598,2022-07-31,Pacific,64
2599,2022-07-31,Pend Oreille,18
2600,2022-07-31,Pierce,5262
2601,2022-07-31,San Juan,525
2602,2022-07-31,Skagit,817
2603,2022-07-31,Skamania,76
2604,2022-07-31,Snohomish,8688
2605,2022-07-31,Spokane,1683
2606,2022-07-31,Stevens,73
2607,2022-07-31,Thurston,2249
2608,2022-07-31,Wahkiakum,24
2609,2022-07-31,Walla Walla,176
2610,2022-07-31,Whatcom,1875
2611,2022-07-31,Whitman,90
2612,2022-07-31,Yakima,354
2613,2022-08-31,Adams,22
2614,2022-08-31,Asotin,24
2615,2022-08-31,Benton,820
2616,2022-08-31,Chelan,491
2617,2022-08-31,Clallam,439
2618,2022-08-31,Clark,4362
2619,2022-08-31,Columbia,8
2620,2022-08-31,Cowlitz,355
2621,2022-08-31,Douglas,142
2622,2022-08-31,Ferry,20
2623,2022-08-31,Franklin,226
2624,2022-08-31,Garfield,1
2625,2022-08-31,Grant,199
2626,2022-08-31,Grays Harbor,220
2627,2022-08-31,Island,865
2628,2022-08-31,Jefferson,456
2629,2022-08-31,King,43133
2630,2022-08-31,Kitsap,2541
2631,2022-08-31,Kittitas,287
2632,2022-08-31,Klickitat,108
2633,2022-08-31,Lewis,243
2634,2022-08-31,Lincoln,9
2635,2022-08-31,Mason,334
2636,2022-08-31,Okanogan,89
2637,2022-08-31,Pacific,70
2638,2022-08-31,Pend Oreille,18
2639,2022-08-31,Pierce,5459
2640,2022-08-31,San Juan,535
2641,2022-08-31,Skagit,859
2642,2022-08-31,Skamania,82
2643,2022-08-31,Snohomish,8971
2644,2022-08-31,Spokane,1752
2645,2022-08-31,Stevens,77
2646,2022-08-31,Thurston,2343
2647,2022-08-31,Wahkiakum,25
2648,2022-08-31,Walla Walla,181
2649,2022-08-31,Whatcom,1928
2650,2022-08-31,Whitman,96
2651,2022-08-31,Yakima,365
2652,2022-09-30,Adams,23
2653,2022-09-30,Asotin,25
2654,2022-09-30,Benton,838
2655,2022-09-30,Chelan,499
2656,2022-09-30,Clallam,448
2657,2022-09-30,Clark,4495
2658,2022-09-30,Columbia,8
2659,2022-09-30,Cowlitz,371
2660,2022-09-30,Douglas,148
2661,2022-09-30,Ferry,22
2662,2022-09-30,Franklin,233
2663,2022-09-30,Garfield,1
2664,2022-09-30,Grant,203
2665,2022-09-30,Grays Harbor,226
2666,2022-09-30,Island,885
2667,2022-09-30,Jefferson,457
2668,2022-09-30,King,43729
2669,2022-09-30,Kitsap,2594
2670,2022-09-30,Kittitas,294
2671,2022-09-30,Klickitat,111
2672,2022-09-30,Lewis,253
2673,2022-09-30,Lincoln,10
2674,2022-09-30,Mason,343
2675,2022-09-30,Okanogan,94
2676,2022-09-30,Pacific,70
2677,2022-09-30,Pend Oreille,18
2678,2022-09-30,Pierce,5572
2679,2022-09-30,San Juan,542
2680,2022-09-30,Skagit,874
2681,2022-09-30,Skamania,85
2682,2022-09-30,Snohomish,9129
2683,2022-09-30,Spokane,1780
2684,2022-09-30,Stevens,82
2685,2022-09-30,Thurston,2402
2686,2022-09-30,Wahkiakum,25
2687,2022-09-30,Walla Walla,189
2688,2022-09-30,Whatcom,1966
2689,2022-09-30,Whitman,98
2690,2022-09-30,Yakima,379
2691,2022-10-31,Adams,23
2692,2022-10-31,Asotin,26
2693,2022-10-31,Benton,873
2694,2022-10-31,Chelan,514
2695,2022-10-31,Clallam,463
2696,2022-10-31,Clark,4635
2697,2022-10-31,Columbia,8
2698,2022-10-31,Cowlitz,387
2699,2022-10-31,Douglas,160
2700,2022-10-31,Ferry,24
2701,2022-10-31,Franklin,241
2702,2022-10-31,Garfield,1
2703,2022-10-31,Grant,213
2704,2022-10-31,Grays Harbor,233
2705,2022-10-31,Island,913
2706,2022-10-31,Jefferson,469
2707,2022-10-31,King,45664
2708,2022-10-31,Kitsap,2657
2709,2022-10-31,Kittitas,296
2710,2022-10-31,Klickitat,117
2711,2022-10-31,Lewis,263
2712,2022-10-31,Lincoln,12
2713,2022-10-31,Mason,356
2714,2022-10-31,Okanogan,97
2715,2022-10-31,Pacific,69
2716,2022-10-31,Pend Oreille,18
2717,2022-10-31,Pierce,5804
2718,2022-10-31,San Juan,556
2719,2022-10-31,Skagit,892
2720,2022-10-31,Skamania,85
2721,2022-10-31,Snohomish,9507
2722,2022-10-31,Spokane,1849
2723,2022-10-31,Stevens,85
2724,2022-10-31,Thurston,2499
2725,2022-10-31,Wahkiakum,25
2726,2022-10-31,Walla Walla,193
2727,2022-10-31,Whatcom,2014
2728,2022-10-31,Whitman,106
2729,2022-10-31,Yakima,399
2730,2022-11-30,Adams,23
2731,2022-11-30,Asotin,29
2732,2022-11-30,Benton,920
2733,2022-11-30,Chelan,534
2734,2022-11-30,Clallam,478
2735,2022-11-30,Clark,4818
2736,2022-11-30,Columbia,8
2737,2022-11-30,Cowlitz,395
2738,2022-11-30,Douglas,164
2739,2022-11-30,Ferry,24
2740,2022-11-30,Franklin,249
2741,2022-11-30,Garfield,1
2742,2022-11-30,Grant,225
2743,2022-11-30,Grays Harbor,245
2744,2022-11-30,Island,935
2745,2022-11-30,Jefferson,480
2746,2022-11-30,King,47377
2747,2022-11-30,Kitsap,2726
2748,2022-11-30,Kittitas,301
2749,2022-11-30,Klickitat,123
2750,2022-11-30,Lewis,262
2751,2022-11-30,Lincoln,12
2752,2022-11-30,Mason,367
2753,2022-11-30,Okanogan,102
2754,2022-11-30,Pacific,71
2755,2022-11-30,Pend Oreille,19
2756,2022-11-30,Pierce,6064
2757,2022-11-30,San Juan,561
2758,2022-11-30,Skagit,914
2759,2022-11-30,Skamania,89
2760,2022-11-30,Snohomish,9961
2761,2022-11-30,Spokane,1913
2762,2022-11-30,Stevens,89
2763,2022-11-30,Thurston,2588
2764,2022-11-30,Wahkiakum,26
2765,2022-11-30,Walla Walla,204
2766,2022-11-30,Whatcom,2079
2767,2022-11-30,Whitman,112
2768,2022-11-30,Yakima,416
2769,2022-12-31,Adams,24
2770,2022-12-31,Asotin,29
2771,2022-12-31,Benton,943
2772,2022-12-31,Chelan,547
2773,2022-12-31,Clallam,490
2774,2022-12-31,Clark,4974
2775,2022-12-31,Columbia,7
2776,2022-12-31,Cowlitz,412
2777,2022-12-31,Douglas,172
2778,2022-12-31,Ferry,24
2779,2022-12-31,Franklin,256
2780,2022-12-31,Garfield,1
2781,2022-12-31,Grant,235
2782,2022-12-31,Grays Harbor,248
2783,2022-12-31,Island,946
2784,2022-12-31,Jefferson,486
2785,2022-12-31,King,48577
2786,2022-12-31,Kitsap,2799
2787,2022-12-31,Kittitas,305
2788,2022-12-31,Klickitat,127
2789,2022-12-31,Lewis,269
2790,2022-12-31,Lincoln,12
2791,2022-12-31,Mason,376
2792,2022-12-31,Okanogan,101
2793,2022-12-31,Pacific,76
2794,2022-12-31,Pend Oreille,21
2795,2022-12-31,Pierce,6241
2796,2022-12-31,San Juan,569
2797,2022-12-31,Skagit,932
2798,2022-12-31,Skamania,89
2799,2022-12-31,Snohomish,10275
2800,2022-12-31,Spokane,1959
2801,2022-12-31,Stevens,91
2802,2022-12-31,Thurston,2666
2803,2022-12-31,Wahkiakum,27
2804,2022-12-31,Walla Walla,204
2805,2022-12-31,Whatcom,2141
2806,2022-12-31,Whitman,113
2807,2022-12-31,Yakima,431
2808,2023-01-31,Adams,23
2809,2023-01-31,Asotin,30
2810,2023-01-31,Benton,974
2811,2023-01-31,Chelan,569
2812,2023-01-31,Clallam,508
2813,2023-01-31,Clark,5141
2814,2023-01-31,Columbia,8
2815,2023-01-31,Cowlitz,428
2816,2023-01-31,Douglas,177
2817,2023-01-31,Ferry,24
2818,2023-01-31,Franklin,266
2819,2023-01-31,Garfield,1
2820,2023-01-31,Grant,236
2821,2023-01-31,Grays Harbor,262
2822,2023-01-31,Island,975
2823,2023-01-31,Jefferson,501
2824,2023-01-31,King,50332
2825,2023-01-31,Kitsap,2878
2826,2023-01-31,Kittitas,316
2827,2023-01-31,Klickitat,131
2828,2023-01-31,Lewis,283
2829,2023-01-31,Lincoln,14
2830,2023-01-31,Mason,388
2831,2023-01-31,Okanogan,109
2832,2023-01-31,Pacific,74
2833,2023-01-31,Pend Oreille,23
2834,2023-01-31,Pierce,6494
2835,2023-01-31,San Juan,581
2836,2023-01-31,Skagit,967
2837,2023-01-31,Skamania,94
2838,2023-01-31,Snohomish,10712
2839,2023-01-31,Spokane,2017
2840,2023-01-31,Stevens,97
2841,2023-01-31,Thurston,2745
2842,2023-01-31,Wahkiakum,26
2843,2023-01-31,Walla Walla,206
2844,2023-01-31,Whatcom,2198
2845,2023-01-31,Whitman,123
2846,2023-01-31,Yakima,443
2847,2023-02-28,Adams,23
2848,2023-02-28,Asotin,30
2849,2023-02-28,Benton,1004
2850,2023-02-28,Chelan,583
2851,2023-02-28,Clallam,516
2852,2023-02-28,Clark,5254
2853,2023-02-28,Columbia,8
2854,2023-02-28,Cowlitz,435
2855,2023-02-28,Douglas,186
2856,2023-02-28,Ferry,21
2857,2023-02-28,Franklin,279
2858,2023-02-28,Garfield,1
2859,2023-02-28,Grant,249
2860,2023-02-28,Grays Harbor,274
2861,2023-02-28,Island,996
2862,2023-02-28,Jefferson,518
2863,2023-02-28,King,51550
2864,2023-02-28,Kitsap,2942
2865,2023-02-28,Kittitas,327
2866,2023-02-28,Klickitat,131
2867,2023-02-28,Lewis,296
2868,2023-02-28,Lincoln,16
2869,2023-02-28,Mason,403
2870,2023-02-28,Okanogan,111
2871,2023-02-28,Pacific,74
2872,2023-02-28,Pend Oreille,26
2873,2023-02-28,Pierce,6705
2874,2023-02-28,San Juan,590
2875,2023-02-28,Skagit,998
2876,2023-02-28,Skamania,94
2877,2023-02-28,Snohomish,11060
2878,2023-02-28,Spokane,2067
2879,2023-02-28,Stevens,100
2880,2023-02-28,Thurston,2824
2881,2023-02-28,Wahkiakum,27
2882,2023-02-28,Walla Walla,209
2883,2023-02-28,Whatcom,2265
2884,2023-02-28,Whitman,128
2885,2023-02-28,Yakima,454
2886,2023-03-31,Adams,25
2887,2023-03-31,Asotin,31
2888,2023-03-31,Benton,1057
2889,2023-03-31,Chelan,603
2890,2023-03-31,Clallam,525
2891,2023-03-31,Clark,5375
2892,2023-03-31,Columbia,8
2893,2023-03-31,Cowlitz,444
2894,2023-03-31,Douglas,187
2895,2023-03-31,Ferry,19
2896,2023-03-31,Franklin,290
2897,2023-03-31,Garfield,1
2898,2023-03-31,Grant,263
2899,2023-03-31,Grays Harbor,281
2900,2023-03-31,Island,1010
2901,2023-03-31,Jefferson,532
2902,2023-03-31,King,52689
2903,2023-03-31,Kitsap,3016
2904,2023-03-31,Kittitas,332
2905,2023-03-31,Klickitat,139
2906,2023-03-31,Lewis,300
2907,2023-03-31,Lincoln,18
2908,2023-03-31,Mason,414
2909,2023-03-31,Okanogan,119
2910,2023-03-31,Pacific,78
2911,2023-03-31,Pend Oreille,28
2912,2023-03-31,Pierce,6964
2913,2023-03-31,San Juan,606
2914,2023-03-31,Skagit,1041
2915,2023-03-31,Skamania,97
2916,2023-03-31,Snohomish,11446
2917,2023-03-31,Spokane,2131
2918,2023-03-31,Stevens,104
2919,2023-03-31,Thurston,2885
2920,2023-03-31,Wahkiakum,27
2921,2023-03-31,Walla Walla,214
2922,2023-03-31,Whatcom,2326
2923,2023-03-31,Whitman,135
2924,2023-03-31,Yakima,467
2925,2023-04-30,Adams,26
2926,2023-04-30,Asotin,33
2927,2023-04-30,Benton,1110
2928,2023-04-30,Chelan,629
2929,2023-04-30,Clallam,537
2930,2023-04-30,Clark,5545
2931,2023-04-30,Columbia,8
2932,2023-04-30,Cowlitz,445
2933,2023-04-30,Douglas,197
2934,2023-04-30,Ferry,19
2935,2023-04-30,Franklin,303
2936,2023-04-30,Garfield,1
2937,2023-04-30,Grant,277
2938,2023-04-30,Grays Harbor,291
2939,2023-04-30,Island,1041
2940,2023-04-30,Jefferson,541
2941,2023-04-30,King,54491
2942,2023-04-30,Kitsap,3120
2943,2023-04-30,Kittitas,336
2944,2023-04-30,Klickitat,147
2945,2023-04-30,Lewis,308
2946,2023-04-30,Lincoln,18
2947,2023-04-30,Mason,427
2948,2023-04-30,Okanogan,124
2949,2023-04-30,Pacific,80
2950,2023-04-30,Pend Oreille,31
2951,2023-04-30,Pierce,7276
2952,2023-04-30,San Juan,617
2953,2023-04-30,Skagit,1071
2954,2023-04-30,Skamania,101
2955,2023-04-30,Snohomish,11839
2956,2023-04-30,Spokane,2198
2957,2023-04-30,Stevens,108
2958,2023-04-30,Thurston,2976
2959,2023-04-30,Wahkiakum,29
2960,2023-04-30,Walla Walla,218
2961,2023-04-30,Whatcom,2389
2962,2023-04-30,Whitman,142
2963,2023-04-30,Yakima,479
2964,2023-05-31,Adams,27
2965,2023-05-31,Asotin,34
2966,2023-05-31,Benton,1143
2967,2023-05-31,Chelan,646
2968,2023-05-31,Clallam,554
2969,2023-05-31,Clark,5730
2970,2023-05-31,Columbia,9
2971,2023-05-31,Cowlitz,466
2972,2023-05-31,Douglas,206
2973,2023-05-31,Ferry,20
2974,2023-05-31,Franklin,305
2975,2023-05-31,Garfield,1
2976,2023-05-31,Grant,287
2977,2023-05-31,Grays Harbor,297
2978,2023-05-31,Island,1074
2979,2023-05-31,Jefferson,562
2980,2023-05-31,King,56301
2981,2023-05-31,Kitsap,3204
2982,2023-05-31,Kittitas,350
2983,2023-05-31,Klickitat,156
2984,2023-05-31,Lewis,316
2985,2023-05-31,Lincoln,16
2986,2023-05-31,Mason,440
2987,2023-05-31,Okanogan,132
2988,2023-05-31,Pacific,80
2989,2023-05-31,Pend Oreille,30
2990,2023-05-31,Pierce,7562
2991,2023-05-31,San Juan,625
2992,2023-05-31,Skagit,1098
2993,2023-05-31,Skamania,103
2994,2023-05-31,Snohomish,12337
2995,2023-05-31,Spokane,2272
2996,2023-05-31,Stevens,110
2997,2023-05-31,Thurston,3100
2998,2023-05-31,Wahkiakum,28
2999,2023-05-31,Walla Walla,220
3000,2023-05-31,Whatcom,2445
3001,2023-05-31,Whitman,148
3002,2023-05-31,Yakima,497
3003,2023-06-30,Adams,28
3004,2023-06-30,Asotin,35
3005,2023-06-30,Benton,1166
3006,2023-06-30,Chelan,667
3007,2023-06-30,Clallam,567
3008,2023-06-30,Clark,5944
3009,2023-06-30,Columbia,11
3010,2023-06-30,Cowlitz,485
3011,2023-06-30,Douglas,214
3012,2023-06-30,Ferry,21
3013,2023-06-30,Franklin,310
3014,2023-06-30,Garfield,1
3015,2023-06-30,Grant,292
3016,2023-06-30,Grays Harbor,304
3017,2023-06-30,Island,1108
3018,2023-06-30,Jefferson,574
3019,2023-06-30,King,58220
3020,2023-06-30,Kitsap,3301
3021,2023-06-30,Kittitas,363
3022,2023-06-30,Klickitat,163
3023,2023-06-30,Lewis,337
3024,2023-06-30,Lincoln,16
3025,2023-06-30,Mason,455
3026,2023-06-30,Okanogan,132
3027,2023-06-30,Pacific,81
3028,2023-06-30,Pend Oreille,30
3029,2023-06-30,Pierce,7757
3030,2023-06-30,San Juan,630
3031,2023-06-30,Skagit,1126
3032,2023-06-30,Skamania,107
3033,2023-06-30,Snohomish,12801
3034,2023-06-30,Spokane,2351
3035,2023-06-30,Stevens,113
3036,2023-06-30,Thurston,3172
3037,2023-06-30,Wahkiakum,29
3038,2023-06-30,Walla Walla,225
3039,2023-06-30,Whatcom,2541
3040,2023-06-30,Whitman,154
3041,2023-06-30,Yakima,516
3042,2023-07-31,Adams,27
3043,2023-07-31,Asotin,36
3044,2023-07-31,Benton,1196
3045,2023-07-31,Chelan,673
3046,2023-07-31,Clallam,586
3047,2023-07-31,Clark,6117
3048,2023-07-31,Columbia,11
3049,2023-07-31,Cowlitz,495
3050,2023-07-31,Douglas,218
3051,2023-07-31,Ferry,21
3052,2023-07-31,Franklin,325
3053,2023-07-31,Garfield,0
3054,2023-07-31,Grant,306
3055,2023-07-31,Grays Harbor,324
3056,2023-07-31,Island,1145
3057,2023-07-31,Jefferson,590
3058,2023-07-31,King,60116
3059,2023-07-31,Kitsap,3382
3060,2023-07-31,Kittitas,375
3061,2023-07-31,Klickitat,167
3062,2023-07-31,Lewis,343
3063,2023-07-31,Lincoln,18
3064,2023-07-31,Mason,479
3065,2023-07-31,Okanogan,137
3066,2023-07-31,Pacific,83
3067,2023-07-31,Pend Oreille,30
3068,2023-07-31,Pierce,8023
3069,2023-07-31,San Juan,645
3070,2023-07-31,Skagit,1167
3071,2023-07-31,Skamania,110
3072,2023-07-31,Snohomish,13329
3073,2023-07-31,Spokane,2409
3074,2023-07-31,Stevens,119
3075,2023-07-31,Thurston,3253
3076,2023-07-31,Wahkiakum,30
3077,2023-07-31,Walla Walla,230
3078,2023-07-31,Whatcom,2615
3079,2023-07-31,Whitman,164
3080,2023-07-31,Yakima,529
3081,2023-08-31,Adams,28
3082,2023-08-31,Asotin,38
3083,2023-08-31,Benton,1227
3084,2023-08-31,Chelan,692
3085,2023-08-31,Clallam,615
3086,2023-08-31,Clark,6412
3087,2023-08-31,Columbia,12
3088,2023-08-31,Cowlitz,527
3089,2023-08-31,Douglas,224
3090,2023-08-31,Ferry,20
3091,2023-08-31,Franklin,358
3092,2023-08-31,Garfield,0
3093,2023-08-31,Grant,316
3094,2023-08-31,Grays Harbor,336
3095,2023-08-31,Island,1184
3096,2023-08-31,Jefferson,605
3097,2023-08-31,King,62879
3098,2023-08-31,Kitsap,3519
3099,2023-08-31,Kittitas,390
3100,2023-08-31,Klickitat,173
3101,2023-08-31,Lewis,352
3102,2023-08-31,Lincoln,19
3103,2023-08-31,Mason,493
3104,2023-08-31,Okanogan,144
3105,2023-08-31,Pacific,86
3106,2023-08-31,Pend Oreille,30
3107,2023-08-31,Pierce,8438
3108,2023-08-31,San Juan,660
3109,2023-08-31,Skagit,1210
3110,2023-08-31,Skamania,110
3111,2023-08-31,Snohomish,14067
3112,2023-08-31,Spokane,2491
3113,2023-08-31,Stevens,124
3114,2023-08-31,Thurston,3422
3115,2023-08-31,Wahkiakum,31
3116,2023-08-31,Walla Walla,239
3117,2023-08-31,Whatcom,2705
3118,2023-08-31,Whitman,175
3119,2023-08-31,Yakima,564
3120,2023-09-30,Adams,30
3121,2023-09-30,Asotin,39
3122,2023-09-30,Benton,1264
3123,2023-09-30,Chelan,701
3124,2023-09-30,Clallam,618
3125,2023-09-30,Clark,6533
3126,2023-09-30,Columbia,12
3127,2023-09-30,Cowlitz,540
3128,2023-09-30,Douglas,229
3129,2023-09-30,Ferry,23
3130,2023-09-30,Franklin,356
3131,2023-09-30,Garfield,0
3132,2023-09-30,Grant,332
3133,2023-09-30,Grays Harbor,337
3134,2023-09-30,Island,1201
3135,2023-09-30,Jefferson,615
3136,2023-09-30,King,63766
3137,2023-09-30,Kitsap,3629
3138,2023-09-30,Kittitas,392
3139,2023-09-30,Klickitat,184
3140,2023-09-30,Lewis,364
3141,2023-09-30,Lincoln,18
3142,2023-09-30,Mason,501
3143,2023-09-30,Okanogan,142
3144,2023-09-30,Pacific,91
3145,2023-09-30,Pend Oreille,29
3146,2023-09-30,Pierce,8588
3147,2023-09-30,San Juan,665
3148,2023-09-30,Skagit,1248
3149,2023-09-30,Skamania,114
3150,2023-09-30,Snohomish,14335
3151,2023-09-30,Spokane,2561
3152,2023-09-30,Stevens,123
3153,2023-09-30,Thurston,3465
3154,2023-09-30,Wahkiakum,32
3155,2023-09-30,Walla Walla,249
3156,2023-09-30,Whatcom,2752
3157,2023-09-30,Whitman,181
3158,2023-09-30,Yakima,573
